game,series_id,year,sheet,event,series,team,map,round,is_offense,win_round,plant,earned_fb,cumu_w,cumu_l,pre_cumu_w,pre_cumu_l,max_cumu_w,starts_as_offense,win_series,is_offense_last_round,n_rounds
Cold War (2021),543,2021,S4 Major,2021 - S4 Major,21,FaZe,Standoff - Cold War (2021),5,FALSE,FALSE,A,FALSE,3,2,3,1,6,FALSE,TRUE,TRUE,10
Cold War (2021),543,2021,S4 Major,2021 - S4 Major,21,Empire,Standoff - Cold War (2021),6,FALSE,TRUE,A,TRUE,3,3,2,3,4,TRUE,FALSE,FALSE,10
Cold War (2021),543,2021,S4 Major,2021 - S4 Major,21,FaZe,Standoff - Cold War (2021),6,TRUE,FALSE,A,FALSE,3,3,3,2,6,FALSE,TRUE,TRUE,10
Cold War (2021),543,2021,S4 Major,2021 - S4 Major,21,Empire,Standoff - Cold War (2021),7,TRUE,TRUE,NA,TRUE,4,3,3,3,4,TRUE,FALSE,FALSE,10
Cold War (2021),543,2021,S4 Major,2021 - S4 Major,21,FaZe,Standoff - Cold War (2021),7,FALSE,FALSE,NA,FALSE,3,4,3,3,6,FALSE,TRUE,TRUE,10
Cold War (2021),543,2021,S4 Major,2021 - S4 Major,21,Empire,Standoff - Cold War (2021),8,FALSE,FALSE,NA,FALSE,4,4,4,3,4,TRUE,FALSE,FALSE,10
Cold War (2021),543,2021,S4 Major,2021 - S4 Major,21,FaZe,Standoff - Cold War (2021),8,TRUE,TRUE,NA,TRUE,4,4,3,4,6,FALSE,TRUE,TRUE,10
Cold War (2021),543,2021,S4 Major,2021 - S4 Major,21,Empire,Standoff - Cold War (2021),9,TRUE,FALSE,NA,TRUE,4,5,4,4,4,TRUE,FALSE,FALSE,10
Cold War (2021),543,2021,S4 Major,2021 - S4 Major,21,FaZe,Standoff - Cold War (2021),9,FALSE,TRUE,NA,FALSE,5,4,4,4,6,FALSE,TRUE,TRUE,10
Cold War (2021),543,2021,S4 Major,2021 - S4 Major,21,Empire,Standoff - Cold War (2021),10,FALSE,FALSE,A,TRUE,4,6,4,5,4,TRUE,FALSE,FALSE,10
Cold War (2021),543,2021,S4 Major,2021 - S4 Major,21,FaZe,Standoff - Cold War (2021),10,TRUE,TRUE,A,FALSE,6,4,5,4,6,FALSE,TRUE,TRUE,10
Cold War (2021),544,2021,S4 Major,2021 - S4 Major,22,Empire,Moscow - Cold War (2021),1,FALSE,TRUE,NA,TRUE,1,0,0,0,6,FALSE,TRUE,FALSE,9
Cold War (2021),544,2021,S4 Major,2021 - S4 Major,22,FaZe,Moscow - Cold War (2021),1,TRUE,FALSE,NA,FALSE,0,1,0,0,3,TRUE,FALSE,TRUE,9
Cold War (2021),544,2021,S4 Major,2021 - S4 Major,22,Empire,Moscow - Cold War (2021),2,TRUE,TRUE,B,TRUE,2,0,1,0,6,FALSE,TRUE,FALSE,9
Cold War (2021),544,2021,S4 Major,2021 - S4 Major,22,FaZe,Moscow - Cold War (2021),2,FALSE,FALSE,B,FALSE,0,2,0,1,3,TRUE,FALSE,TRUE,9
Cold War (2021),544,2021,S4 Major,2021 - S4 Major,22,Empire,Moscow - Cold War (2021),3,FALSE,FALSE,B,FALSE,2,1,2,0,6,FALSE,TRUE,FALSE,9
Cold War (2021),544,2021,S4 Major,2021 - S4 Major,22,FaZe,Moscow - Cold War (2021),3,TRUE,TRUE,B,TRUE,1,2,0,2,3,TRUE,FALSE,TRUE,9
Cold War (2021),544,2021,S4 Major,2021 - S4 Major,22,Empire,Moscow - Cold War (2021),4,TRUE,FALSE,NA,FALSE,2,2,2,1,6,FALSE,TRUE,FALSE,9
Cold War (2021),544,2021,S4 Major,2021 - S4 Major,22,FaZe,Moscow - Cold War (2021),4,FALSE,TRUE,NA,TRUE,2,2,1,2,3,TRUE,FALSE,TRUE,9
Cold War (2021),544,2021,S4 Major,2021 - S4 Major,22,Empire,Moscow - Cold War (2021),5,FALSE,TRUE,NA,TRUE,3,2,2,2,6,FALSE,TRUE,FALSE,9
Cold War (2021),544,2021,S4 Major,2021 - S4 Major,22,FaZe,Moscow - Cold War (2021),5,TRUE,FALSE,NA,FALSE,2,3,2,2,3,TRUE,FALSE,TRUE,9
Cold War (2021),544,2021,S4 Major,2021 - S4 Major,22,Empire,Moscow - Cold War (2021),6,TRUE,TRUE,B,TRUE,4,2,3,2,6,FALSE,TRUE,FALSE,9
Cold War (2021),544,2021,S4 Major,2021 - S4 Major,22,FaZe,Moscow - Cold War (2021),6,FALSE,FALSE,B,FALSE,2,4,2,3,3,TRUE,FALSE,TRUE,9
Cold War (2021),544,2021,S4 Major,2021 - S4 Major,22,Empire,Moscow - Cold War (2021),7,FALSE,TRUE,NA,TRUE,5,2,4,2,6,FALSE,TRUE,FALSE,9
Cold War (2021),544,2021,S4 Major,2021 - S4 Major,22,FaZe,Moscow - Cold War (2021),7,TRUE,FALSE,NA,FALSE,2,5,2,4,3,TRUE,FALSE,TRUE,9
Cold War (2021),544,2021,S4 Major,2021 - S4 Major,22,Empire,Moscow - Cold War (2021),8,TRUE,FALSE,NA,FALSE,5,3,5,2,6,FALSE,TRUE,FALSE,9
Cold War (2021),544,2021,S4 Major,2021 - S4 Major,22,FaZe,Moscow - Cold War (2021),8,FALSE,TRUE,NA,TRUE,3,5,2,5,3,TRUE,FALSE,TRUE,9
Cold War (2021),544,2021,S4 Major,2021 - S4 Major,22,Empire,Moscow - Cold War (2021),9,FALSE,TRUE,NA,TRUE,6,3,5,3,6,FALSE,TRUE,FALSE,9
Cold War (2021),544,2021,S4 Major,2021 - S4 Major,22,FaZe,Moscow - Cold War (2021),9,TRUE,FALSE,NA,FALSE,3,6,3,5,3,TRUE,FALSE,TRUE,9
Cold War (2021),545,2021,S4 Major,2021 - S4 Major,23,Empire,Express - Cold War (2021),1,TRUE,TRUE,NA,TRUE,1,0,0,0,6,TRUE,TRUE,TRUE,7
Cold War (2021),545,2021,S4 Major,2021 - S4 Major,23,FaZe,Express - Cold War (2021),1,FALSE,FALSE,NA,FALSE,0,1,0,0,1,FALSE,FALSE,FALSE,7
Cold War (2021),545,2021,S4 Major,2021 - S4 Major,23,Empire,Express - Cold War (2021),2,FALSE,TRUE,A,TRUE,2,0,1,0,6,TRUE,TRUE,TRUE,7
Cold War (2021),545,2021,S4 Major,2021 - S4 Major,23,FaZe,Express - Cold War (2021),2,TRUE,FALSE,A,FALSE,0,2,0,1,1,FALSE,FALSE,FALSE,7
Cold War (2021),545,2021,S4 Major,2021 - S4 Major,23,Empire,Express - Cold War (2021),3,TRUE,FALSE,B,FALSE,2,1,2,0,6,TRUE,TRUE,TRUE,7
Cold War (2021),545,2021,S4 Major,2021 - S4 Major,23,FaZe,Express - Cold War (2021),3,FALSE,TRUE,B,TRUE,1,2,0,2,1,FALSE,FALSE,FALSE,7
Cold War (2021),545,2021,S4 Major,2021 - S4 Major,23,Empire,Express - Cold War (2021),4,FALSE,TRUE,B,TRUE,3,1,2,1,6,TRUE,TRUE,TRUE,7
Cold War (2021),545,2021,S4 Major,2021 - S4 Major,23,FaZe,Express - Cold War (2021),4,TRUE,FALSE,B,FALSE,1,3,1,2,1,FALSE,FALSE,FALSE,7
Cold War (2021),545,2021,S4 Major,2021 - S4 Major,23,Empire,Express - Cold War (2021),5,TRUE,TRUE,NA,TRUE,4,1,3,1,6,TRUE,TRUE,TRUE,7
Cold War (2021),545,2021,S4 Major,2021 - S4 Major,23,FaZe,Express - Cold War (2021),5,FALSE,FALSE,NA,FALSE,1,4,1,3,1,FALSE,FALSE,FALSE,7
Cold War (2021),545,2021,S4 Major,2021 - S4 Major,23,Empire,Express - Cold War (2021),6,FALSE,TRUE,NA,TRUE,5,1,4,1,6,TRUE,TRUE,TRUE,7
Cold War (2021),545,2021,S4 Major,2021 - S4 Major,23,FaZe,Express - Cold War (2021),6,TRUE,FALSE,NA,FALSE,1,5,1,4,1,FALSE,FALSE,FALSE,7
Cold War (2021),545,2021,S4 Major,2021 - S4 Major,23,Empire,Express - Cold War (2021),7,TRUE,TRUE,A,TRUE,6,1,5,1,6,TRUE,TRUE,TRUE,7
Cold War (2021),545,2021,S4 Major,2021 - S4 Major,23,FaZe,Express - Cold War (2021),7,FALSE,FALSE,A,FALSE,1,6,1,5,1,FALSE,FALSE,FALSE,7
Cold War (2021),546,2021,S4 Major,2021 - S4 Major,24,Empire,Raid - Cold War (2021),1,TRUE,FALSE,A,FALSE,0,1,0,0,4,TRUE,FALSE,FALSE,10
Cold War (2021),546,2021,S4 Major,2021 - S4 Major,24,FaZe,Raid - Cold War (2021),1,FALSE,TRUE,A,TRUE,1,0,0,0,6,FALSE,TRUE,TRUE,10
Cold War (2021),546,2021,S4 Major,2021 - S4 Major,24,Empire,Raid - Cold War (2021),2,FALSE,FALSE,NA,TRUE,0,2,0,1,4,TRUE,FALSE,FALSE,10
Cold War (2021),546,2021,S4 Major,2021 - S4 Major,24,FaZe,Raid - Cold War (2021),2,TRUE,TRUE,NA,FALSE,2,0,1,0,6,FALSE,TRUE,TRUE,10
Cold War (2021),546,2021,S4 Major,2021 - S4 Major,24,Empire,Raid - Cold War (2021),3,TRUE,TRUE,A,TRUE,1,2,0,2,4,TRUE,FALSE,FALSE,10
Cold War (2021),546,2021,S4 Major,2021 - S4 Major,24,FaZe,Raid - Cold War (2021),3,FALSE,FALSE,A,FALSE,2,1,2,0,6,FALSE,TRUE,TRUE,10
Cold War (2021),546,2021,S4 Major,2021 - S4 Major,24,Empire,Raid - Cold War (2021),4,FALSE,FALSE,B,FALSE,1,3,1,2,4,TRUE,FALSE,FALSE,10
Cold War (2021),546,2021,S4 Major,2021 - S4 Major,24,FaZe,Raid - Cold War (2021),4,TRUE,TRUE,B,TRUE,3,1,2,1,6,FALSE,TRUE,TRUE,10
Cold War (2021),546,2021,S4 Major,2021 - S4 Major,24,Empire,Raid - Cold War (2021),5,TRUE,TRUE,A,TRUE,2,3,1,3,4,TRUE,FALSE,FALSE,10
Cold War (2021),546,2021,S4 Major,2021 - S4 Major,24,FaZe,Raid - Cold War (2021),5,FALSE,FALSE,A,FALSE,3,2,3,1,6,FALSE,TRUE,TRUE,10
Cold War (2021),546,2021,S4 Major,2021 - S4 Major,24,Empire,Raid - Cold War (2021),6,FALSE,FALSE,A,TRUE,2,4,2,3,4,TRUE,FALSE,FALSE,10
Cold War (2021),546,2021,S4 Major,2021 - S4 Major,24,FaZe,Raid - Cold War (2021),6,TRUE,TRUE,A,FALSE,4,2,3,2,6,FALSE,TRUE,TRUE,10
Cold War (2021),546,2021,S4 Major,2021 - S4 Major,24,Empire,Raid - Cold War (2021),7,TRUE,FALSE,A,FALSE,2,5,2,4,4,TRUE,FALSE,FALSE,10
Cold War (2021),546,2021,S4 Major,2021 - S4 Major,24,FaZe,Raid - Cold War (2021),7,FALSE,TRUE,A,TRUE,5,2,4,2,6,FALSE,TRUE,TRUE,10
Cold War (2021),546,2021,S4 Major,2021 - S4 Major,24,Empire,Raid - Cold War (2021),8,FALSE,TRUE,B,TRUE,3,5,2,5,4,TRUE,FALSE,FALSE,10
Cold War (2021),546,2021,S4 Major,2021 - S4 Major,24,FaZe,Raid - Cold War (2021),8,TRUE,FALSE,B,FALSE,5,3,5,2,6,FALSE,TRUE,TRUE,10
Cold War (2021),546,2021,S4 Major,2021 - S4 Major,24,Empire,Raid - Cold War (2021),9,TRUE,TRUE,A,FALSE,4,5,3,5,4,TRUE,FALSE,FALSE,10
Cold War (2021),546,2021,S4 Major,2021 - S4 Major,24,FaZe,Raid - Cold War (2021),9,FALSE,FALSE,A,TRUE,5,4,5,3,6,FALSE,TRUE,TRUE,10
Cold War (2021),546,2021,S4 Major,2021 - S4 Major,24,Empire,Raid - Cold War (2021),10,FALSE,FALSE,B,FALSE,4,6,4,5,4,TRUE,FALSE,FALSE,10
Cold War (2021),546,2021,S4 Major,2021 - S4 Major,24,FaZe,Raid - Cold War (2021),10,TRUE,TRUE,B,TRUE,6,4,5,4,6,FALSE,TRUE,TRUE,10
Cold War (2021),547,2021,S5 HS1,2021 - S5 HS1,1,FaZe,Standoff - Cold War (2021),1,TRUE,TRUE,NA,TRUE,1,0,0,0,6,TRUE,TRUE,FALSE,10
Cold War (2021),547,2021,S5 HS1,2021 - S5 HS1,1,Royal Ravens,Standoff - Cold War (2021),1,FALSE,FALSE,NA,FALSE,0,1,0,0,4,FALSE,FALSE,TRUE,10
Cold War (2021),547,2021,S5 HS1,2021 - S5 HS1,1,FaZe,Standoff - Cold War (2021),2,FALSE,FALSE,A,TRUE,1,1,1,0,6,TRUE,TRUE,FALSE,10
Cold War (2021),547,2021,S5 HS1,2021 - S5 HS1,1,Royal Ravens,Standoff - Cold War (2021),2,TRUE,TRUE,A,FALSE,1,1,0,1,4,FALSE,FALSE,TRUE,10
Cold War (2021),547,2021,S5 HS1,2021 - S5 HS1,1,FaZe,Standoff - Cold War (2021),3,TRUE,TRUE,NA,TRUE,2,1,1,1,6,TRUE,TRUE,FALSE,10
Cold War (2021),547,2021,S5 HS1,2021 - S5 HS1,1,Royal Ravens,Standoff - Cold War (2021),3,FALSE,FALSE,NA,FALSE,1,2,1,1,4,FALSE,FALSE,TRUE,10
Cold War (2021),547,2021,S5 HS1,2021 - S5 HS1,1,FaZe,Standoff - Cold War (2021),4,FALSE,TRUE,NA,TRUE,3,1,2,1,6,TRUE,TRUE,FALSE,10
Cold War (2021),547,2021,S5 HS1,2021 - S5 HS1,1,Royal Ravens,Standoff - Cold War (2021),4,TRUE,FALSE,NA,FALSE,1,3,1,2,4,FALSE,FALSE,TRUE,10
Cold War (2021),547,2021,S5 HS1,2021 - S5 HS1,1,FaZe,Standoff - Cold War (2021),5,TRUE,TRUE,A,TRUE,4,1,3,1,6,TRUE,TRUE,FALSE,10
Cold War (2021),547,2021,S5 HS1,2021 - S5 HS1,1,Royal Ravens,Standoff - Cold War (2021),5,FALSE,FALSE,A,FALSE,1,4,1,3,4,FALSE,FALSE,TRUE,10
Cold War (2021),547,2021,S5 HS1,2021 - S5 HS1,1,FaZe,Standoff - Cold War (2021),6,FALSE,FALSE,NA,TRUE,4,2,4,1,6,TRUE,TRUE,FALSE,10
Cold War (2021),547,2021,S5 HS1,2021 - S5 HS1,1,Royal Ravens,Standoff - Cold War (2021),6,TRUE,TRUE,NA,FALSE,2,4,1,4,4,FALSE,FALSE,TRUE,10
Cold War (2021),547,2021,S5 HS1,2021 - S5 HS1,1,FaZe,Standoff - Cold War (2021),7,TRUE,FALSE,A,TRUE,4,3,4,2,6,TRUE,TRUE,FALSE,10
Cold War (2021),547,2021,S5 HS1,2021 - S5 HS1,1,Royal Ravens,Standoff - Cold War (2021),7,FALSE,TRUE,A,FALSE,3,4,2,4,4,FALSE,FALSE,TRUE,10
Cold War (2021),547,2021,S5 HS1,2021 - S5 HS1,1,FaZe,Standoff - Cold War (2021),8,FALSE,FALSE,B,FALSE,4,4,4,3,6,TRUE,TRUE,FALSE,10
Cold War (2021),547,2021,S5 HS1,2021 - S5 HS1,1,Royal Ravens,Standoff - Cold War (2021),8,TRUE,TRUE,B,TRUE,4,4,3,4,4,FALSE,FALSE,TRUE,10
Cold War (2021),547,2021,S5 HS1,2021 - S5 HS1,1,FaZe,Standoff - Cold War (2021),9,TRUE,TRUE,A,TRUE,5,4,4,4,6,TRUE,TRUE,FALSE,10
Cold War (2021),547,2021,S5 HS1,2021 - S5 HS1,1,Royal Ravens,Standoff - Cold War (2021),9,FALSE,FALSE,A,FALSE,4,5,4,4,4,FALSE,FALSE,TRUE,10
Cold War (2021),547,2021,S5 HS1,2021 - S5 HS1,1,FaZe,Standoff - Cold War (2021),10,FALSE,TRUE,A,TRUE,6,4,5,4,6,TRUE,TRUE,FALSE,10
Cold War (2021),547,2021,S5 HS1,2021 - S5 HS1,1,Royal Ravens,Standoff - Cold War (2021),10,TRUE,FALSE,A,FALSE,4,6,4,5,4,FALSE,FALSE,TRUE,10
Cold War (2021),548,2021,S5 HS1,2021 - S5 HS1,2,Legion,Standoff - Cold War (2021),1,FALSE,FALSE,A,FALSE,0,1,0,0,5,FALSE,FALSE,FALSE,11
Cold War (2021),548,2021,S5 HS1,2021 - S5 HS1,2,OpTic,Standoff - Cold War (2021),1,TRUE,TRUE,A,TRUE,1,0,0,0,6,TRUE,TRUE,TRUE,11
Cold War (2021),548,2021,S5 HS1,2021 - S5 HS1,2,Legion,Standoff - Cold War (2021),2,TRUE,FALSE,NA,FALSE,0,2,0,1,5,FALSE,FALSE,FALSE,11
Cold War (2021),548,2021,S5 HS1,2021 - S5 HS1,2,OpTic,Standoff - Cold War (2021),2,FALSE,TRUE,NA,TRUE,2,0,1,0,6,TRUE,TRUE,TRUE,11
Cold War (2021),548,2021,S5 HS1,2021 - S5 HS1,2,Legion,Standoff - Cold War (2021),3,FALSE,TRUE,NA,TRUE,1,2,0,2,5,FALSE,FALSE,FALSE,11
Cold War (2021),548,2021,S5 HS1,2021 - S5 HS1,2,OpTic,Standoff - Cold War (2021),3,TRUE,FALSE,NA,FALSE,2,1,2,0,6,TRUE,TRUE,TRUE,11
Cold War (2021),548,2021,S5 HS1,2021 - S5 HS1,2,Legion,Standoff - Cold War (2021),4,TRUE,TRUE,A,FALSE,2,2,1,2,5,FALSE,FALSE,FALSE,11
Cold War (2021),548,2021,S5 HS1,2021 - S5 HS1,2,OpTic,Standoff - Cold War (2021),4,FALSE,FALSE,A,TRUE,2,2,2,1,6,TRUE,TRUE,TRUE,11
Cold War (2021),548,2021,S5 HS1,2021 - S5 HS1,2,Legion,Standoff - Cold War (2021),5,FALSE,FALSE,B,FALSE,2,3,2,2,5,FALSE,FALSE,FALSE,11
Cold War (2021),548,2021,S5 HS1,2021 - S5 HS1,2,OpTic,Standoff - Cold War (2021),5,TRUE,TRUE,B,TRUE,3,2,2,2,6,TRUE,TRUE,TRUE,11
Cold War (2021),548,2021,S5 HS1,2021 - S5 HS1,2,Legion,Standoff - Cold War (2021),6,TRUE,TRUE,A,TRUE,3,3,2,3,5,FALSE,FALSE,FALSE,11
Cold War (2021),548,2021,S5 HS1,2021 - S5 HS1,2,OpTic,Standoff - Cold War (2021),6,FALSE,FALSE,A,FALSE,3,3,3,2,6,TRUE,TRUE,TRUE,11
Cold War (2021),548,2021,S5 HS1,2021 - S5 HS1,2,Legion,Standoff - Cold War (2021),7,FALSE,FALSE,NA,FALSE,3,4,3,3,5,FALSE,FALSE,FALSE,11
Cold War (2021),548,2021,S5 HS1,2021 - S5 HS1,2,OpTic,Standoff - Cold War (2021),7,TRUE,TRUE,NA,TRUE,4,3,3,3,6,TRUE,TRUE,TRUE,11
Cold War (2021),548,2021,S5 HS1,2021 - S5 HS1,2,Legion,Standoff - Cold War (2021),8,TRUE,TRUE,B,TRUE,4,4,3,4,5,FALSE,FALSE,FALSE,11
Cold War (2021),548,2021,S5 HS1,2021 - S5 HS1,2,OpTic,Standoff - Cold War (2021),8,FALSE,FALSE,B,FALSE,4,4,4,3,6,TRUE,TRUE,TRUE,11
Cold War (2021),548,2021,S5 HS1,2021 - S5 HS1,2,Legion,Standoff - Cold War (2021),9,FALSE,TRUE,NA,TRUE,5,4,4,4,5,FALSE,FALSE,FALSE,11
Cold War (2021),548,2021,S5 HS1,2021 - S5 HS1,2,OpTic,Standoff - Cold War (2021),9,TRUE,FALSE,NA,FALSE,4,5,4,4,6,TRUE,TRUE,TRUE,11
Cold War (2021),548,2021,S5 HS1,2021 - S5 HS1,2,Legion,Standoff - Cold War (2021),10,TRUE,FALSE,B,FALSE,5,5,5,4,5,FALSE,FALSE,FALSE,11
Cold War (2021),548,2021,S5 HS1,2021 - S5 HS1,2,OpTic,Standoff - Cold War (2021),10,FALSE,TRUE,B,TRUE,5,5,4,5,6,TRUE,TRUE,TRUE,11
Cold War (2021),548,2021,S5 HS1,2021 - S5 HS1,2,Legion,Standoff - Cold War (2021),11,FALSE,FALSE,B,TRUE,5,6,5,5,5,FALSE,FALSE,FALSE,11
Cold War (2021),548,2021,S5 HS1,2021 - S5 HS1,2,OpTic,Standoff - Cold War (2021),11,TRUE,TRUE,B,FALSE,6,5,5,5,6,TRUE,TRUE,TRUE,11
Cold War (2021),549,2021,S5 HS1,2021 - S5 HS1,3,Guerrillas,Raid - Cold War (2021),1,FALSE,FALSE,NA,FALSE,0,1,0,0,3,FALSE,FALSE,FALSE,9
Cold War (2021),549,2021,S5 HS1,2021 - S5 HS1,3,Rokkr,Raid - Cold War (2021),1,TRUE,TRUE,NA,TRUE,1,0,0,0,6,TRUE,TRUE,TRUE,9
Cold War (2021),549,2021,S5 HS1,2021 - S5 HS1,3,Guerrillas,Raid - Cold War (2021),2,TRUE,FALSE,NA,FALSE,0,2,0,1,3,FALSE,FALSE,FALSE,9
Cold War (2021),549,2021,S5 HS1,2021 - S5 HS1,3,Rokkr,Raid - Cold War (2021),2,FALSE,TRUE,NA,TRUE,2,0,1,0,6,TRUE,TRUE,TRUE,9
Cold War (2021),549,2021,S5 HS1,2021 - S5 HS1,3,Guerrillas,Raid - Cold War (2021),3,FALSE,FALSE,A,TRUE,0,3,0,2,3,FALSE,FALSE,FALSE,9
Cold War (2021),549,2021,S5 HS1,2021 - S5 HS1,3,Rokkr,Raid - Cold War (2021),3,TRUE,TRUE,A,FALSE,3,0,2,0,6,TRUE,TRUE,TRUE,9
Cold War (2021),549,2021,S5 HS1,2021 - S5 HS1,3,Guerrillas,Raid - Cold War (2021),4,TRUE,FALSE,NA,FALSE,0,4,0,3,3,FALSE,FALSE,FALSE,9
Cold War (2021),549,2021,S5 HS1,2021 - S5 HS1,3,Rokkr,Raid - Cold War (2021),4,FALSE,TRUE,NA,TRUE,4,0,3,0,6,TRUE,TRUE,TRUE,9
Cold War (2021),549,2021,S5 HS1,2021 - S5 HS1,3,Guerrillas,Raid - Cold War (2021),5,FALSE,TRUE,NA,TRUE,1,4,0,4,3,FALSE,FALSE,FALSE,9
Cold War (2021),549,2021,S5 HS1,2021 - S5 HS1,3,Rokkr,Raid - Cold War (2021),5,TRUE,FALSE,NA,FALSE,4,1,4,0,6,TRUE,TRUE,TRUE,9
Cold War (2021),549,2021,S5 HS1,2021 - S5 HS1,3,Guerrillas,Raid - Cold War (2021),6,TRUE,TRUE,A,TRUE,2,4,1,4,3,FALSE,FALSE,FALSE,9
Cold War (2021),549,2021,S5 HS1,2021 - S5 HS1,3,Rokkr,Raid - Cold War (2021),6,FALSE,FALSE,A,FALSE,4,2,4,1,6,TRUE,TRUE,TRUE,9
Cold War (2021),549,2021,S5 HS1,2021 - S5 HS1,3,Guerrillas,Raid - Cold War (2021),7,FALSE,TRUE,B,FALSE,3,4,2,4,3,FALSE,FALSE,FALSE,9
Cold War (2021),549,2021,S5 HS1,2021 - S5 HS1,3,Rokkr,Raid - Cold War (2021),7,TRUE,FALSE,B,TRUE,4,3,4,2,6,TRUE,TRUE,TRUE,9
Cold War (2021),549,2021,S5 HS1,2021 - S5 HS1,3,Guerrillas,Raid - Cold War (2021),8,TRUE,FALSE,B,FALSE,3,5,3,4,3,FALSE,FALSE,FALSE,9
Cold War (2021),549,2021,S5 HS1,2021 - S5 HS1,3,Rokkr,Raid - Cold War (2021),8,FALSE,TRUE,B,TRUE,5,3,4,3,6,TRUE,TRUE,TRUE,9
Cold War (2021),549,2021,S5 HS1,2021 - S5 HS1,3,Guerrillas,Raid - Cold War (2021),9,FALSE,FALSE,A,TRUE,3,6,3,5,3,FALSE,FALSE,FALSE,9
Cold War (2021),549,2021,S5 HS1,2021 - S5 HS1,3,Rokkr,Raid - Cold War (2021),9,TRUE,TRUE,A,FALSE,6,3,5,3,6,TRUE,TRUE,TRUE,9
Cold War (2021),550,2021,S5 HS1,2021 - S5 HS1,4,Subliners,Moscow - Cold War (2021),1,TRUE,FALSE,NA,FALSE,0,1,0,0,3,TRUE,FALSE,TRUE,9
Cold War (2021),550,2021,S5 HS1,2021 - S5 HS1,4,Thieves,Moscow - Cold War (2021),1,FALSE,TRUE,NA,FALSE,1,0,0,0,6,FALSE,TRUE,FALSE,9
Cold War (2021),550,2021,S5 HS1,2021 - S5 HS1,4,Subliners,Moscow - Cold War (2021),2,FALSE,FALSE,B,FALSE,0,2,0,1,3,TRUE,FALSE,TRUE,9
Cold War (2021),550,2021,S5 HS1,2021 - S5 HS1,4,Thieves,Moscow - Cold War (2021),2,TRUE,TRUE,B,TRUE,2,0,1,0,6,FALSE,TRUE,FALSE,9
Cold War (2021),550,2021,S5 HS1,2021 - S5 HS1,4,Subliners,Moscow - Cold War (2021),3,TRUE,TRUE,NA,TRUE,1,2,0,2,3,TRUE,FALSE,TRUE,9
Cold War (2021),550,2021,S5 HS1,2021 - S5 HS1,4,Thieves,Moscow - Cold War (2021),3,FALSE,FALSE,NA,FALSE,2,1,2,0,6,FALSE,TRUE,FALSE,9
Cold War (2021),550,2021,S5 HS1,2021 - S5 HS1,4,Subliners,Moscow - Cold War (2021),4,FALSE,FALSE,NA,FALSE,1,3,1,2,3,TRUE,FALSE,TRUE,9
Cold War (2021),550,2021,S5 HS1,2021 - S5 HS1,4,Thieves,Moscow - Cold War (2021),4,TRUE,TRUE,NA,TRUE,3,1,2,1,6,FALSE,TRUE,FALSE,9
Cold War (2021),550,2021,S5 HS1,2021 - S5 HS1,4,Subliners,Moscow - Cold War (2021),5,TRUE,FALSE,NA,FALSE,1,4,1,3,3,TRUE,FALSE,TRUE,9
Cold War (2021),550,2021,S5 HS1,2021 - S5 HS1,4,Thieves,Moscow - Cold War (2021),5,FALSE,TRUE,NA,TRUE,4,1,3,1,6,FALSE,TRUE,FALSE,9
Cold War (2021),550,2021,S5 HS1,2021 - S5 HS1,4,Subliners,Moscow - Cold War (2021),6,FALSE,TRUE,NA,TRUE,2,4,1,4,3,TRUE,FALSE,TRUE,9
Cold War (2021),550,2021,S5 HS1,2021 - S5 HS1,4,Thieves,Moscow - Cold War (2021),6,TRUE,FALSE,NA,FALSE,4,2,4,1,6,FALSE,TRUE,FALSE,9
Cold War (2021),550,2021,S5 HS1,2021 - S5 HS1,4,Subliners,Moscow - Cold War (2021),7,TRUE,FALSE,B,FALSE,2,5,2,4,3,TRUE,FALSE,TRUE,9
Cold War (2021),550,2021,S5 HS1,2021 - S5 HS1,4,Thieves,Moscow - Cold War (2021),7,FALSE,TRUE,B,TRUE,5,2,4,2,6,FALSE,TRUE,FALSE,9
Cold War (2021),550,2021,S5 HS1,2021 - S5 HS1,4,Subliners,Moscow - Cold War (2021),8,FALSE,TRUE,NA,TRUE,3,5,2,5,3,TRUE,FALSE,TRUE,9
Cold War (2021),550,2021,S5 HS1,2021 - S5 HS1,4,Thieves,Moscow - Cold War (2021),8,TRUE,FALSE,NA,FALSE,5,3,5,2,6,FALSE,TRUE,FALSE,9
Cold War (2021),550,2021,S5 HS1,2021 - S5 HS1,4,Subliners,Moscow - Cold War (2021),9,TRUE,FALSE,B,FALSE,3,6,3,5,3,TRUE,FALSE,TRUE,9
Cold War (2021),550,2021,S5 HS1,2021 - S5 HS1,4,Thieves,Moscow - Cold War (2021),9,FALSE,TRUE,B,TRUE,6,3,5,3,6,FALSE,TRUE,FALSE,9
Cold War (2021),551,2021,S5 HS1,2021 - S5 HS1,5,Subliners,Miami - Cold War (2021),1,FALSE,TRUE,NA,TRUE,1,0,0,0,5,FALSE,FALSE,FALSE,11
Cold War (2021),551,2021,S5 HS1,2021 - S5 HS1,5,Thieves,Miami - Cold War (2021),1,TRUE,FALSE,NA,FALSE,0,1,0,0,6,TRUE,TRUE,TRUE,11
Cold War (2021),551,2021,S5 HS1,2021 - S5 HS1,5,Subliners,Miami - Cold War (2021),2,TRUE,FALSE,B,FALSE,1,1,1,0,5,FALSE,FALSE,FALSE,11
