game,series_id,year,sheet,event,series,team,map,round,is_offense,win_round,plant,earned_fb,cumu_w,cumu_l,pre_cumu_w,pre_cumu_l,max_cumu_w,starts_as_offense,win_series,is_offense_last_round,n_rounds
Vanguard (2022),198,2022,S3 Major,2022 - S3 Major,8,Royal Ravens,Bocage - Vanguard (2022),8,FALSE,FALSE,A,FALSE,4,4,4,3,6,TRUE,TRUE,TRUE,11
Vanguard (2022),198,2022,S3 Major,2022 - S3 Major,8,Subliners,Bocage - Vanguard (2022),8,TRUE,TRUE,A,TRUE,4,4,3,4,5,FALSE,FALSE,FALSE,11
Vanguard (2022),198,2022,S3 Major,2022 - S3 Major,8,Royal Ravens,Bocage - Vanguard (2022),9,TRUE,FALSE,NA,FALSE,4,5,4,4,6,TRUE,TRUE,TRUE,11
Vanguard (2022),198,2022,S3 Major,2022 - S3 Major,8,Subliners,Bocage - Vanguard (2022),9,FALSE,TRUE,NA,TRUE,5,4,4,4,5,FALSE,FALSE,FALSE,11
Vanguard (2022),198,2022,S3 Major,2022 - S3 Major,8,Royal Ravens,Bocage - Vanguard (2022),10,FALSE,TRUE,B,TRUE,5,5,4,5,6,TRUE,TRUE,TRUE,11
Vanguard (2022),198,2022,S3 Major,2022 - S3 Major,8,Subliners,Bocage - Vanguard (2022),10,TRUE,FALSE,B,FALSE,5,5,5,4,5,FALSE,FALSE,FALSE,11
Vanguard (2022),198,2022,S3 Major,2022 - S3 Major,8,Royal Ravens,Bocage - Vanguard (2022),11,TRUE,TRUE,A,FALSE,6,5,5,5,6,TRUE,TRUE,TRUE,11
Vanguard (2022),198,2022,S3 Major,2022 - S3 Major,8,Subliners,Bocage - Vanguard (2022),11,FALSE,FALSE,A,TRUE,5,6,5,5,5,FALSE,FALSE,FALSE,11
Vanguard (2022),199,2022,S3 Major,2022 - S3 Major,9,Guerrillas,Berlin - Vanguard (2022),1,TRUE,FALSE,B,TRUE,0,1,0,0,2,TRUE,FALSE,FALSE,8
Vanguard (2022),199,2022,S3 Major,2022 - S3 Major,9,OpTic,Berlin - Vanguard (2022),1,FALSE,TRUE,B,FALSE,1,0,0,0,6,FALSE,TRUE,TRUE,8
Vanguard (2022),199,2022,S3 Major,2022 - S3 Major,9,Guerrillas,Berlin - Vanguard (2022),2,FALSE,FALSE,A,FALSE,0,2,0,1,2,TRUE,FALSE,FALSE,8
Vanguard (2022),199,2022,S3 Major,2022 - S3 Major,9,OpTic,Berlin - Vanguard (2022),2,TRUE,TRUE,A,TRUE,2,0,1,0,6,FALSE,TRUE,TRUE,8
Vanguard (2022),199,2022,S3 Major,2022 - S3 Major,9,Guerrillas,Berlin - Vanguard (2022),3,TRUE,FALSE,NA,FALSE,0,3,0,2,2,TRUE,FALSE,FALSE,8
Vanguard (2022),199,2022,S3 Major,2022 - S3 Major,9,OpTic,Berlin - Vanguard (2022),3,FALSE,TRUE,NA,TRUE,3,0,2,0,6,FALSE,TRUE,TRUE,8
Vanguard (2022),199,2022,S3 Major,2022 - S3 Major,9,Guerrillas,Berlin - Vanguard (2022),4,FALSE,FALSE,NA,FALSE,0,4,0,3,2,TRUE,FALSE,FALSE,8
Vanguard (2022),199,2022,S3 Major,2022 - S3 Major,9,OpTic,Berlin - Vanguard (2022),4,TRUE,TRUE,NA,TRUE,4,0,3,0,6,FALSE,TRUE,TRUE,8
Vanguard (2022),199,2022,S3 Major,2022 - S3 Major,9,Guerrillas,Berlin - Vanguard (2022),5,TRUE,TRUE,A,TRUE,1,4,0,4,2,TRUE,FALSE,FALSE,8
Vanguard (2022),199,2022,S3 Major,2022 - S3 Major,9,OpTic,Berlin - Vanguard (2022),5,FALSE,FALSE,A,FALSE,4,1,4,0,6,FALSE,TRUE,TRUE,8
Vanguard (2022),199,2022,S3 Major,2022 - S3 Major,9,Guerrillas,Berlin - Vanguard (2022),6,FALSE,FALSE,B,FALSE,1,5,1,4,2,TRUE,FALSE,FALSE,8
Vanguard (2022),199,2022,S3 Major,2022 - S3 Major,9,OpTic,Berlin - Vanguard (2022),6,TRUE,TRUE,B,TRUE,5,1,4,1,6,FALSE,TRUE,TRUE,8
Vanguard (2022),199,2022,S3 Major,2022 - S3 Major,9,Guerrillas,Berlin - Vanguard (2022),7,TRUE,TRUE,NA,TRUE,2,5,1,5,2,TRUE,FALSE,FALSE,8
Vanguard (2022),199,2022,S3 Major,2022 - S3 Major,9,OpTic,Berlin - Vanguard (2022),7,FALSE,FALSE,NA,FALSE,5,2,5,1,6,FALSE,TRUE,TRUE,8
Vanguard (2022),199,2022,S3 Major,2022 - S3 Major,9,Guerrillas,Berlin - Vanguard (2022),8,FALSE,FALSE,NA,TRUE,2,6,2,5,2,TRUE,FALSE,FALSE,8
Vanguard (2022),199,2022,S3 Major,2022 - S3 Major,9,OpTic,Berlin - Vanguard (2022),8,TRUE,TRUE,NA,FALSE,6,2,5,2,6,FALSE,TRUE,TRUE,8
Vanguard (2022),200,2022,S3 Major,2022 - S3 Major,10,Legion,Tuscan - Vanguard (2022),1,TRUE,TRUE,NA,TRUE,1,0,0,0,2,TRUE,FALSE,FALSE,8
Vanguard (2022),200,2022,S3 Major,2022 - S3 Major,10,Ultra,Tuscan - Vanguard (2022),1,FALSE,FALSE,NA,FALSE,0,1,0,0,6,FALSE,TRUE,TRUE,8
Vanguard (2022),200,2022,S3 Major,2022 - S3 Major,10,Legion,Tuscan - Vanguard (2022),2,FALSE,FALSE,NA,TRUE,1,1,1,0,2,TRUE,FALSE,FALSE,8
Vanguard (2022),200,2022,S3 Major,2022 - S3 Major,10,Ultra,Tuscan - Vanguard (2022),2,TRUE,TRUE,NA,FALSE,1,1,0,1,6,FALSE,TRUE,TRUE,8
Vanguard (2022),200,2022,S3 Major,2022 - S3 Major,10,Legion,Tuscan - Vanguard (2022),3,TRUE,FALSE,NA,FALSE,1,2,1,1,2,TRUE,FALSE,FALSE,8
Vanguard (2022),200,2022,S3 Major,2022 - S3 Major,10,Ultra,Tuscan - Vanguard (2022),3,FALSE,TRUE,NA,TRUE,2,1,1,1,6,FALSE,TRUE,TRUE,8
Vanguard (2022),200,2022,S3 Major,2022 - S3 Major,10,Legion,Tuscan - Vanguard (2022),4,FALSE,TRUE,A,FALSE,2,2,1,2,2,TRUE,FALSE,FALSE,8
Vanguard (2022),200,2022,S3 Major,2022 - S3 Major,10,Ultra,Tuscan - Vanguard (2022),4,TRUE,FALSE,A,TRUE,2,2,2,1,6,FALSE,TRUE,TRUE,8
Vanguard (2022),200,2022,S3 Major,2022 - S3 Major,10,Legion,Tuscan - Vanguard (2022),5,TRUE,FALSE,NA,FALSE,2,3,2,2,2,TRUE,FALSE,FALSE,8
Vanguard (2022),200,2022,S3 Major,2022 - S3 Major,10,Ultra,Tuscan - Vanguard (2022),5,FALSE,TRUE,NA,TRUE,3,2,2,2,6,FALSE,TRUE,TRUE,8
Vanguard (2022),200,2022,S3 Major,2022 - S3 Major,10,Legion,Tuscan - Vanguard (2022),6,FALSE,FALSE,A,TRUE,2,4,2,3,2,TRUE,FALSE,FALSE,8
Vanguard (2022),200,2022,S3 Major,2022 - S3 Major,10,Ultra,Tuscan - Vanguard (2022),6,TRUE,TRUE,A,FALSE,4,2,3,2,6,FALSE,TRUE,TRUE,8
Vanguard (2022),200,2022,S3 Major,2022 - S3 Major,10,Legion,Tuscan - Vanguard (2022),7,TRUE,FALSE,NA,FALSE,2,5,2,4,2,TRUE,FALSE,FALSE,8
Vanguard (2022),200,2022,S3 Major,2022 - S3 Major,10,Ultra,Tuscan - Vanguard (2022),7,FALSE,TRUE,NA,TRUE,5,2,4,2,6,FALSE,TRUE,TRUE,8
Vanguard (2022),200,2022,S3 Major,2022 - S3 Major,10,Legion,Tuscan - Vanguard (2022),8,FALSE,FALSE,B,TRUE,2,6,2,5,2,TRUE,FALSE,FALSE,8
Vanguard (2022),200,2022,S3 Major,2022 - S3 Major,10,Ultra,Tuscan - Vanguard (2022),8,TRUE,TRUE,B,FALSE,6,2,5,2,6,FALSE,TRUE,TRUE,8
Vanguard (2022),201,2022,S3 Major,2022 - S3 Major,11,Breach,Desert Siege - Vanguard (2022),1,TRUE,FALSE,NA,FALSE,0,1,0,0,3,TRUE,FALSE,TRUE,9
Vanguard (2022),201,2022,S3 Major,2022 - S3 Major,11,Rokkr,Desert Siege - Vanguard (2022),1,FALSE,TRUE,NA,TRUE,1,0,0,0,6,FALSE,TRUE,FALSE,9
Vanguard (2022),201,2022,S3 Major,2022 - S3 Major,11,Breach,Desert Siege - Vanguard (2022),2,FALSE,FALSE,A,FALSE,0,2,0,1,3,TRUE,FALSE,TRUE,9
Vanguard (2022),201,2022,S3 Major,2022 - S3 Major,11,Rokkr,Desert Siege - Vanguard (2022),2,TRUE,TRUE,A,TRUE,2,0,1,0,6,FALSE,TRUE,FALSE,9
Vanguard (2022),201,2022,S3 Major,2022 - S3 Major,11,Breach,Desert Siege - Vanguard (2022),3,TRUE,FALSE,NA,FALSE,0,3,0,2,3,TRUE,FALSE,TRUE,9
Vanguard (2022),201,2022,S3 Major,2022 - S3 Major,11,Rokkr,Desert Siege - Vanguard (2022),3,FALSE,TRUE,NA,TRUE,3,0,2,0,6,FALSE,TRUE,FALSE,9
Vanguard (2022),201,2022,S3 Major,2022 - S3 Major,11,Breach,Desert Siege - Vanguard (2022),4,FALSE,FALSE,NA,TRUE,0,4,0,3,3,TRUE,FALSE,TRUE,9
Vanguard (2022),201,2022,S3 Major,2022 - S3 Major,11,Rokkr,Desert Siege - Vanguard (2022),4,TRUE,TRUE,NA,FALSE,4,0,3,0,6,FALSE,TRUE,FALSE,9
Vanguard (2022),201,2022,S3 Major,2022 - S3 Major,11,Breach,Desert Siege - Vanguard (2022),5,TRUE,TRUE,A,FALSE,1,4,0,4,3,TRUE,FALSE,TRUE,9
Vanguard (2022),201,2022,S3 Major,2022 - S3 Major,11,Rokkr,Desert Siege - Vanguard (2022),5,FALSE,FALSE,A,TRUE,4,1,4,0,6,FALSE,TRUE,FALSE,9
Vanguard (2022),201,2022,S3 Major,2022 - S3 Major,11,Breach,Desert Siege - Vanguard (2022),6,FALSE,TRUE,NA,TRUE,2,4,1,4,3,TRUE,FALSE,TRUE,9
Vanguard (2022),201,2022,S3 Major,2022 - S3 Major,11,Rokkr,Desert Siege - Vanguard (2022),6,TRUE,FALSE,NA,FALSE,4,2,4,1,6,FALSE,TRUE,FALSE,9
Vanguard (2022),201,2022,S3 Major,2022 - S3 Major,11,Breach,Desert Siege - Vanguard (2022),7,TRUE,TRUE,B,FALSE,3,4,2,4,3,TRUE,FALSE,TRUE,9
Vanguard (2022),201,2022,S3 Major,2022 - S3 Major,11,Rokkr,Desert Siege - Vanguard (2022),7,FALSE,FALSE,B,TRUE,4,3,4,2,6,FALSE,TRUE,FALSE,9
Vanguard (2022),201,2022,S3 Major,2022 - S3 Major,11,Breach,Desert Siege - Vanguard (2022),8,FALSE,FALSE,A,TRUE,3,5,3,4,3,TRUE,FALSE,TRUE,9
Vanguard (2022),201,2022,S3 Major,2022 - S3 Major,11,Rokkr,Desert Siege - Vanguard (2022),8,TRUE,TRUE,A,FALSE,5,3,4,3,6,FALSE,TRUE,FALSE,9
Vanguard (2022),201,2022,S3 Major,2022 - S3 Major,11,Breach,Desert Siege - Vanguard (2022),9,TRUE,FALSE,A,FALSE,3,6,3,5,3,TRUE,FALSE,TRUE,9
Vanguard (2022),201,2022,S3 Major,2022 - S3 Major,11,Rokkr,Desert Siege - Vanguard (2022),9,FALSE,TRUE,A,TRUE,6,3,5,3,6,FALSE,TRUE,FALSE,9
Vanguard (2022),202,2022,S3 Major,2022 - S3 Major,12,OpTic,Bocage - Vanguard (2022),1,FALSE,TRUE,NA,TRUE,1,0,0,0,6,FALSE,TRUE,TRUE,11
Vanguard (2022),202,2022,S3 Major,2022 - S3 Major,12,Royal Ravens,Bocage - Vanguard (2022),1,TRUE,FALSE,NA,FALSE,0,1,0,0,5,TRUE,FALSE,FALSE,11
Vanguard (2022),202,2022,S3 Major,2022 - S3 Major,12,OpTic,Bocage - Vanguard (2022),2,TRUE,FALSE,A,TRUE,1,1,1,0,6,FALSE,TRUE,TRUE,11
Vanguard (2022),202,2022,S3 Major,2022 - S3 Major,12,Royal Ravens,Bocage - Vanguard (2022),2,FALSE,TRUE,A,FALSE,1,1,0,1,5,TRUE,FALSE,FALSE,11
Vanguard (2022),202,2022,S3 Major,2022 - S3 Major,12,OpTic,Bocage - Vanguard (2022),3,FALSE,FALSE,A,FALSE,1,2,1,1,6,FALSE,TRUE,TRUE,11
Vanguard (2022),202,2022,S3 Major,2022 - S3 Major,12,Royal Ravens,Bocage - Vanguard (2022),3,TRUE,TRUE,A,TRUE,2,1,1,1,5,TRUE,FALSE,FALSE,11
Vanguard (2022),202,2022,S3 Major,2022 - S3 Major,12,OpTic,Bocage - Vanguard (2022),4,TRUE,FALSE,NA,TRUE,1,3,1,2,6,FALSE,TRUE,TRUE,11
Vanguard (2022),202,2022,S3 Major,2022 - S3 Major,12,Royal Ravens,Bocage - Vanguard (2022),4,FALSE,TRUE,NA,FALSE,3,1,2,1,5,TRUE,FALSE,FALSE,11
Vanguard (2022),202,2022,S3 Major,2022 - S3 Major,12,OpTic,Bocage - Vanguard (2022),5,FALSE,FALSE,B,FALSE,1,4,1,3,6,FALSE,TRUE,TRUE,11
Vanguard (2022),202,2022,S3 Major,2022 - S3 Major,12,Royal Ravens,Bocage - Vanguard (2022),5,TRUE,TRUE,B,TRUE,4,1,3,1,5,TRUE,FALSE,FALSE,11
Vanguard (2022),202,2022,S3 Major,2022 - S3 Major,12,OpTic,Bocage - Vanguard (2022),6,TRUE,FALSE,B,FALSE,1,5,1,4,6,FALSE,TRUE,TRUE,11
Vanguard (2022),202,2022,S3 Major,2022 - S3 Major,12,Royal Ravens,Bocage - Vanguard (2022),6,FALSE,TRUE,B,TRUE,5,1,4,1,5,TRUE,FALSE,FALSE,11
Vanguard (2022),202,2022,S3 Major,2022 - S3 Major,12,OpTic,Bocage - Vanguard (2022),7,FALSE,TRUE,NA,TRUE,2,5,1,5,6,FALSE,TRUE,TRUE,11
Vanguard (2022),202,2022,S3 Major,2022 - S3 Major,12,Royal Ravens,Bocage - Vanguard (2022),7,TRUE,FALSE,NA,FALSE,5,2,5,1,5,TRUE,FALSE,FALSE,11
Vanguard (2022),202,2022,S3 Major,2022 - S3 Major,12,OpTic,Bocage - Vanguard (2022),8,TRUE,TRUE,B,FALSE,3,5,2,5,6,FALSE,TRUE,TRUE,11
Vanguard (2022),202,2022,S3 Major,2022 - S3 Major,12,Royal Ravens,Bocage - Vanguard (2022),8,FALSE,FALSE,B,TRUE,5,3,5,2,5,TRUE,FALSE,FALSE,11
Vanguard (2022),202,2022,S3 Major,2022 - S3 Major,12,OpTic,Bocage - Vanguard (2022),9,FALSE,TRUE,NA,TRUE,4,5,3,5,6,FALSE,TRUE,TRUE,11
Vanguard (2022),202,2022,S3 Major,2022 - S3 Major,12,Royal Ravens,Bocage - Vanguard (2022),9,TRUE,FALSE,NA,FALSE,5,4,5,3,5,TRUE,FALSE,FALSE,11
Vanguard (2022),202,2022,S3 Major,2022 - S3 Major,12,OpTic,Bocage - Vanguard (2022),10,TRUE,TRUE,B,TRUE,5,5,4,5,6,FALSE,TRUE,TRUE,11
Vanguard (2022),202,2022,S3 Major,2022 - S3 Major,12,Royal Ravens,Bocage - Vanguard (2022),10,FALSE,FALSE,B,FALSE,5,5,5,4,5,TRUE,FALSE,FALSE,11
Vanguard (2022),202,2022,S3 Major,2022 - S3 Major,12,OpTic,Bocage - Vanguard (2022),11,TRUE,TRUE,NA,FALSE,6,5,5,5,6,FALSE,TRUE,TRUE,11
Vanguard (2022),202,2022,S3 Major,2022 - S3 Major,12,Royal Ravens,Bocage - Vanguard (2022),11,FALSE,FALSE,NA,TRUE,5,6,5,5,5,TRUE,FALSE,FALSE,11
Vanguard (2022),203,2022,S3 Major,2022 - S3 Major,13,Rokkr,Tuscan - Vanguard (2022),1,FALSE,FALSE,B,TRUE,0,1,0,0,4,FALSE,FALSE,TRUE,10
Vanguard (2022),203,2022,S3 Major,2022 - S3 Major,13,Ultra,Tuscan - Vanguard (2022),1,TRUE,TRUE,B,FALSE,1,0,0,0,6,TRUE,TRUE,FALSE,10
Vanguard (2022),203,2022,S3 Major,2022 - S3 Major,13,Rokkr,Tuscan - Vanguard (2022),2,TRUE,TRUE,A,TRUE,1,1,0,1,4,FALSE,FALSE,TRUE,10
Vanguard (2022),203,2022,S3 Major,2022 - S3 Major,13,Ultra,Tuscan - Vanguard (2022),2,FALSE,FALSE,A,FALSE,1,1,1,0,6,TRUE,TRUE,FALSE,10
Vanguard (2022),203,2022,S3 Major,2022 - S3 Major,13,Rokkr,Tuscan - Vanguard (2022),3,FALSE,FALSE,A,FALSE,1,2,1,1,4,FALSE,FALSE,TRUE,10
Vanguard (2022),203,2022,S3 Major,2022 - S3 Major,13,Ultra,Tuscan - Vanguard (2022),3,TRUE,TRUE,A,TRUE,2,1,1,1,6,TRUE,TRUE,FALSE,10
Vanguard (2022),203,2022,S3 Major,2022 - S3 Major,13,Rokkr,Tuscan - Vanguard (2022),4,TRUE,TRUE,NA,TRUE,2,2,1,2,4,FALSE,FALSE,TRUE,10
Vanguard (2022),203,2022,S3 Major,2022 - S3 Major,13,Ultra,Tuscan - Vanguard (2022),4,FALSE,FALSE,NA,FALSE,2,2,2,1,6,TRUE,TRUE,FALSE,10
Vanguard (2022),203,2022,S3 Major,2022 - S3 Major,13,Rokkr,Tuscan - Vanguard (2022),5,FALSE,TRUE,NA,TRUE,3,2,2,2,4,FALSE,FALSE,TRUE,10
Vanguard (2022),203,2022,S3 Major,2022 - S3 Major,13,Ultra,Tuscan - Vanguard (2022),5,TRUE,FALSE,NA,FALSE,2,3,2,2,6,TRUE,TRUE,FALSE,10
Vanguard (2022),203,2022,S3 Major,2022 - S3 Major,13,Rokkr,Tuscan - Vanguard (2022),6,TRUE,FALSE,NA,FALSE,3,3,3,2,4,FALSE,FALSE,TRUE,10
Vanguard (2022),203,2022,S3 Major,2022 - S3 Major,13,Ultra,Tuscan - Vanguard (2022),6,FALSE,TRUE,NA,TRUE,3,3,2,3,6,TRUE,TRUE,FALSE,10
Vanguard (2022),203,2022,S3 Major,2022 - S3 Major,13,Rokkr,Tuscan - Vanguard (2022),7,FALSE,TRUE,NA,TRUE,4,3,3,3,4,FALSE,FALSE,TRUE,10
Vanguard (2022),203,2022,S3 Major,2022 - S3 Major,13,Ultra,Tuscan - Vanguard (2022),7,TRUE,FALSE,NA,FALSE,3,4,3,3,6,TRUE,TRUE,FALSE,10
Vanguard (2022),203,2022,S3 Major,2022 - S3 Major,13,Rokkr,Tuscan - Vanguard (2022),8,TRUE,FALSE,NA,FALSE,4,4,4,3,4,FALSE,FALSE,TRUE,10
Vanguard (2022),203,2022,S3 Major,2022 - S3 Major,13,Ultra,Tuscan - Vanguard (2022),8,FALSE,TRUE,NA,TRUE,4,4,3,4,6,TRUE,TRUE,FALSE,10
Vanguard (2022),203,2022,S3 Major,2022 - S3 Major,13,Rokkr,Tuscan - Vanguard (2022),9,FALSE,FALSE,A,FALSE,4,5,4,4,4,FALSE,FALSE,TRUE,10
Vanguard (2022),203,2022,S3 Major,2022 - S3 Major,13,Ultra,Tuscan - Vanguard (2022),9,TRUE,TRUE,A,TRUE,5,4,4,4,6,TRUE,TRUE,FALSE,10
Vanguard (2022),203,2022,S3 Major,2022 - S3 Major,13,Rokkr,Tuscan - Vanguard (2022),10,TRUE,FALSE,A,FALSE,4,6,4,5,4,FALSE,FALSE,TRUE,10
Vanguard (2022),203,2022,S3 Major,2022 - S3 Major,13,Ultra,Tuscan - Vanguard (2022),10,FALSE,TRUE,A,TRUE,6,4,5,4,6,TRUE,TRUE,FALSE,10
Vanguard (2022),204,2022,S3 Major,2022 - S3 Major,14,Mutineers,Berlin - Vanguard (2022),1,TRUE,TRUE,B,TRUE,1,0,0,0,4,TRUE,FALSE,FALSE,10
Vanguard (2022),204,2022,S3 Major,2022 - S3 Major,14,Surge,Berlin - Vanguard (2022),1,FALSE,FALSE,B,FALSE,0,1,0,0,6,FALSE,TRUE,TRUE,10
Vanguard (2022),204,2022,S3 Major,2022 - S3 Major,14,Mutineers,Berlin - Vanguard (2022),2,FALSE,TRUE,NA,TRUE,2,0,1,0,4,TRUE,FALSE,FALSE,10
Vanguard (2022),204,2022,S3 Major,2022 - S3 Major,14,Surge,Berlin - Vanguard (2022),2,TRUE,FALSE,NA,FALSE,0,2,0,1,6,FALSE,TRUE,TRUE,10
Vanguard (2022),204,2022,S3 Major,2022 - S3 Major,14,Mutineers,Berlin - Vanguard (2022),3,TRUE,FALSE,A,FALSE,2,1,2,0,4,TRUE,FALSE,FALSE,10
Vanguard (2022),204,2022,S3 Major,2022 - S3 Major,14,Surge,Berlin - Vanguard (2022),3,FALSE,TRUE,A,TRUE,1,2,0,2,6,FALSE,TRUE,TRUE,10
Vanguard (2022),204,2022,S3 Major,2022 - S3 Major,14,Mutineers,Berlin - Vanguard (2022),4,FALSE,FALSE,B,FALSE,2,2,2,1,4,TRUE,FALSE,FALSE,10
Vanguard (2022),204,2022,S3 Major,2022 - S3 Major,14,Surge,Berlin - Vanguard (2022),4,TRUE,TRUE,B,TRUE,2,2,1,2,6,FALSE,TRUE,TRUE,10
Vanguard (2022),204,2022,S3 Major,2022 - S3 Major,14,Mutineers,Berlin - Vanguard (2022),5,TRUE,TRUE,B,TRUE,3,2,2,2,4,TRUE,FALSE,FALSE,10
Vanguard (2022),204,2022,S3 Major,2022 - S3 Major,14,Surge,Berlin - Vanguard (2022),5,FALSE,FALSE,B,FALSE,2,3,2,2,6,FALSE,TRUE,TRUE,10
Vanguard (2022),204,2022,S3 Major,2022 - S3 Major,14,Mutineers,Berlin - Vanguard (2022),6,FALSE,TRUE,NA,FALSE,4,2,3,2,4,TRUE,FALSE,FALSE,10
Vanguard (2022),204,2022,S3 Major,2022 - S3 Major,14,Surge,Berlin - Vanguard (2022),6,TRUE,FALSE,NA,TRUE,2,4,2,3,6,FALSE,TRUE,TRUE,10
Vanguard (2022),204,2022,S3 Major,2022 - S3 Major,14,Mutineers,Berlin - Vanguard (2022),7,TRUE,FALSE,NA,FALSE,4,3,4,2,4,TRUE,FALSE,FALSE,10
Vanguard (2022),204,2022,S3 Major,2022 - S3 Major,14,Surge,Berlin - Vanguard (2022),7,FALSE,TRUE,NA,TRUE,3,4,2,4,6,FALSE,TRUE,TRUE,10
Vanguard (2022),204,2022,S3 Major,2022 - S3 Major,14,Mutineers,Berlin - Vanguard (2022),8,FALSE,FALSE,A,FALSE,4,4,4,3,4,TRUE,FALSE,FALSE,10
Vanguard (2022),204,2022,S3 Major,2022 - S3 Major,14,Surge,Berlin - Vanguard (2022),8,TRUE,TRUE,A,TRUE,4,4,3,4,6,FALSE,TRUE,TRUE,10
Vanguard (2022),204,2022,S3 Major,2022 - S3 Major,14,Mutineers,Berlin - Vanguard (2022),9,TRUE,FALSE,NA,FALSE,4,5,4,4,4,TRUE,FALSE,FALSE,10
Vanguard (2022),204,2022,S3 Major,2022 - S3 Major,14,Surge,Berlin - Vanguard (2022),9,FALSE,TRUE,NA,TRUE,5,4,4,4,6,FALSE,TRUE,TRUE,10
Vanguard (2022),204,2022,S3 Major,2022 - S3 Major,14,Mutineers,Berlin - Vanguard (2022),10,FALSE,FALSE,B,FALSE,4,6,4,5,4,TRUE,FALSE,FALSE,10
Vanguard (2022),204,2022,S3 Major,2022 - S3 Major,14,Surge,Berlin - Vanguard (2022),10,TRUE,TRUE,B,TRUE,6,4,5,4,6,FALSE,TRUE,TRUE,10
Vanguard (2022),205,2022,S3 Major,2022 - S3 Major,15,FaZe,Bocage - Vanguard (2022),1,FALSE,TRUE,NA,TRUE,1,0,0,0,6,FALSE,TRUE,TRUE,6
Vanguard (2022),205,2022,S3 Major,2022 - S3 Major,15,Thieves,Bocage - Vanguard (2022),1,TRUE,FALSE,NA,FALSE,0,1,0,0,0,TRUE,FALSE,FALSE,6
Vanguard (2022),205,2022,S3 Major,2022 - S3 Major,15,FaZe,Bocage - Vanguard (2022),2,TRUE,TRUE,A,FALSE,2,0,1,0,6,FALSE,TRUE,TRUE,6
Vanguard (2022),205,2022,S3 Major,2022 - S3 Major,15,Thieves,Bocage - Vanguard (2022),2,FALSE,FALSE,A,FALSE,0,2,0,1,0,TRUE,FALSE,FALSE,6
Vanguard (2022),205,2022,S3 Major,2022 - S3 Major,15,FaZe,Bocage - Vanguard (2022),3,FALSE,TRUE,NA,TRUE,3,0,2,0,6,FALSE,TRUE,TRUE,6
Vanguard (2022),205,2022,S3 Major,2022 - S3 Major,15,Thieves,Bocage - Vanguard (2022),3,TRUE,FALSE,NA,FALSE,0,3,0,2,0,TRUE,FALSE,FALSE,6
Vanguard (2022),205,2022,S3 Major,2022 - S3 Major,15,FaZe,Bocage - Vanguard (2022),4,TRUE,TRUE,B,FALSE,4,0,3,0,6,FALSE,TRUE,TRUE,6
Vanguard (2022),205,2022,S3 Major,2022 - S3 Major,15,Thieves,Bocage - Vanguard (2022),4,FALSE,FALSE,B,TRUE,0,4,0,3,0,TRUE,FALSE,FALSE,6
Vanguard (2022),205,2022,S3 Major,2022 - S3 Major,15,FaZe,Bocage - Vanguard (2022),5,FALSE,TRUE,NA,TRUE,5,0,4,0,6,FALSE,TRUE,TRUE,6
Vanguard (2022),205,2022,S3 Major,2022 - S3 Major,15,Thieves,Bocage - Vanguard (2022),5,TRUE,FALSE,NA,FALSE,0,5,0,4,0,TRUE,FALSE,FALSE,6
Vanguard (2022),205,2022,S3 Major,2022 - S3 Major,15,FaZe,Bocage - Vanguard (2022),6,TRUE,TRUE,NA,FALSE,6,0,5,0,6,FALSE,TRUE,TRUE,6
Vanguard (2022),205,2022,S3 Major,2022 - S3 Major,15,Thieves,Bocage - Vanguard (2022),6,FALSE,FALSE,NA,TRUE,0,6,0,5,0,TRUE,FALSE,FALSE,6
Vanguard (2022),206,2022,S3 Major,2022 - S3 Major,16,Mutineers,Berlin - Vanguard (2022),1,TRUE,TRUE,B,TRUE,1,0,0,0,3,TRUE,FALSE,TRUE,9
Vanguard (2022),206,2022,S3 Major,2022 - S3 Major,16,Ultra,Berlin - Vanguard (2022),1,FALSE,FALSE,B,FALSE,0,1,0,0,6,FALSE,TRUE,FALSE,9
Vanguard (2022),206,2022,S3 Major,2022 - S3 Major,16,Mutineers,Berlin - Vanguard (2022),2,FALSE,FALSE,NA,FALSE,1,1,1,0,3,TRUE,FALSE,TRUE,9
Vanguard (2022),206,2022,S3 Major,2022 - S3 Major,16,Ultra,Berlin - Vanguard (2022),2,TRUE,TRUE,NA,TRUE,1,1,0,1,6,FALSE,TRUE,FALSE,9
Vanguard (2022),206,2022,S3 Major,2022 - S3 Major,16,Mutineers,Berlin - Vanguard (2022),3,TRUE,TRUE,A,FALSE,2,1,1,1,3,TRUE,FALSE,TRUE,9
Vanguard (2022),206,2022,S3 Major,2022 - S3 Major,16,Ultra,Berlin - Vanguard (2022),3,FALSE,FALSE,A,TRUE,1,2,1,1,6,FALSE,TRUE,FALSE,9
Vanguard (2022),206,2022,S3 Major,2022 - S3 Major,16,Mutineers,Berlin - Vanguard (2022),4,FALSE,FALSE,A,FALSE,2,2,2,1,3,TRUE,FALSE,TRUE,9
Vanguard (2022),206,2022,S3 Major,2022 - S3 Major,16,Ultra,Berlin - Vanguard (2022),4,TRUE,TRUE,A,TRUE,2,2,1,2,6,FALSE,TRUE,FALSE,9
Vanguard (2022),206,2022,S3 Major,2022 - S3 Major,16,Mutineers,Berlin - Vanguard (2022),5,TRUE,FALSE,A,TRUE,2,3,2,2,3,TRUE,FALSE,TRUE,9
